text,label,flag_words_strict,explanation
"වෛද්‍යවරුන් සතියකට වරක් වගේ වැඩි දත්ත/සාක්ෂි සමඟ වැඩිපුර පැහැදිලි කළ යුතුයි, ඒකෙන් විශ්වාසය වැඩි වෙයි.",NORMAL,,Neutral/benign wording; no strong hate or disinfo markers detected.
වෛද්‍යවරුන් සතියකට වරක් වගේ අවධානය අඩු වගේ වගේ හැඟෙන්න පුළුවන්. ඒත් හැමෝම එහෙම නෙවෙයි.,NORMAL,,Neutral/benign wording; no strong hate or disinfo markers detected.
"මාධ්යවේදීන් කිහිපදෙනෙක් අවස්ථා කිහිපයකදී අතිශය සරල වගේ වගේ හැඟෙන්න පුළුවන්, ඒත් හැමෝම එහෙම නෙවෙයි.",NORMAL,,Neutral/benign wording; no strong hate or disinfo markers detected.
මාධ්යවේදීන් සතියකට වරක් වගේ අතිශය සරල වගේ අඩුපාඩු පේන්න පුළුවන්. නමුත් බහුතරය එහෙම නෙවෙයි.,NORMAL,,Neutral/benign wording; no strong hate or disinfo markers detected.
වෘත්තීයවේදීන් වෙන වෙන වෙලාවට පක්ෂපාති වගේ ප්‍රශ්න ඇති වෙන්න පුළුවන්. ඒත් හැමෝම එකම විදිය නෑ.,NORMAL,,Neutral/benign wording; no strong hate or disinfo markers detected.
රාජ්‍ය සේවකයන් පසුගිය කාලේදී අතිශය සරල වගේ අඩුපාඩු පේන්න පුළුවන්. ඒත් හැමෝම එකම විදිය නෑ.,NORMAL,,Neutral/benign wording; no strong hate or disinfo markers detected.
රාජ්‍ය සේවකයන් ගැන දත්ත මාරු කරලා ප්‍රතිඵල වෙනස් කරනවා හෙළිවුණා කියලා කියනවා. ඒක සත්‍යද කියලා තහවුරු කරගන්න ඕන.,DISINFO,"හෙළි, හෙළිවුණා, තහවුරු",Leaked/revealed framing Matched disinformation-style lexicon (secret/insider/leak/virality/certainty markers).
ඔයාලා හැමදාම මෙහෙමයි: අදාල නැති වැඩ. සමාජය අවුල් කරනවා හරිද?,HATE,අදාල නැති,Matched hate/harassment lexicon (insults/commands/threat markers).
"පුවත් ආයතන අතුරින් කිහිපය මේ දවස්වල අවධානය අඩු වගේ පෙනෙන්න පුළුවන්, ඒත් හැමෝම එකම විදිය නෑ.",NORMAL,,Neutral/benign wording; no strong hate or disinfo markers detected.
"පුවත් ආයතන අලුත් ප්‍රවණතාවයක් වෙලා වැඩි වගකීම වැඩි කළ යුතුයි, ඒකෙන් විශ්වාසය වැඩි වෙයි.",NORMAL,,Neutral/benign wording; no strong hate or disinfo markers detected.
ගුරුවරුන් අලුත් ප්‍රවණතාවයක් වෙලා අවධානය අඩු වගේ අඩුපාඩු පේන්න පුළුවන්. ඒත් හැමෝම එහෙම නෙවෙයි.,NORMAL,,Neutral/benign wording; no strong hate or disinfo markers detected.
ඔයාලාට ලජ්ජා නැද්ද? මෙහෙම කරන්නේ මෝඩ තීරණ,HATE,මෝඩ,Matched hate/harassment lexicon (insults/commands/threat markers).
ඔය පාලකයෝ හදවතින්ම මෝඩ තීරණ. දැන්ම හදාගන්න! ඒකයි.,HATE,මෝඩ,Matched hate/harassment lexicon (insults/commands/threat markers).
"සමාජ මාධ්‍ය පරිශීලකයන් කුඩා පිරිසක් සතියකට වරක් වගේ අවධානය අඩු වගේ අඩුපාඩු පේන්න පුළුවන්, ඒත් හැමෝම එකම විදිය නෑ.",NORMAL,,Neutral/benign wording; no strong hate or disinfo markers detected.
කාර්ය මණ්ඩලය වෙන වෙන වෙලාවට අවධානය අඩු වගේ පෙනෙන්න පුළුවන්. එහෙම කියලා හැමෝම නෑ.,NORMAL,,Neutral/benign wording; no strong hate or disinfo markers detected.
"යූටියුබර්ලා ඇතැම් ඇතැම් අවස්ථාවල අධික වේගයෙන් වගේ ප්‍රශ්න ඇති වෙන්න පුළුවන්, හැබැයි හැමෝම ඒකට අයිති නෑ.",NORMAL,,Neutral/benign wording; no strong hate or disinfo markers detected.
"යූටියුබර්ලා ඇතැම් මේ දවස්වල අපැහැදිලි වගේ ප්‍රශ්න ඇති වෙන්න පුළුවන්, නමුත් බහුතරය එහෙම නෙවෙයි.",NORMAL,,Neutral/benign wording; no strong hate or disinfo markers detected.
"ඇතුලේ කෙනෙක් කියනවා මාධ්යවේදීන් දත්ත මාරු කරලා ප්‍රතිඵල වෙනස් කරනවා කියලා, මමත් තහවුරු කරලා නැහැ.",DISINFO,"ඇතුලේ කෙනෙක්, ඇතුලේ, තහවුරු",Insider-source claim Matched disinformation-style lexicon (secret/insider/leak/virality/certainty markers).
"දේශපාලකයන් හෙළිවුණා කියලා කියනවා බේරාගන්න නීති රහසේ වෙනස් කරනවා, ඒකට හොඳ සාක්ෂි නෑ.",DISINFO,"රහස, රහසේ, හෙළි, හෙළිවුණා",Leaked/revealed framing Matched disinformation-style lexicon (secret/insider/leak/virality/certainty markers).
ඔය පාලකයෝ කියන දේ අහන්නත් අමාරුයි. අතිශය ලජ්ජාවක්. වගකීම ගන්න! ඒකයි.,HATE,වගකීම ගන්න,Matched hate/harassment lexicon (insults/commands/threat markers).
ඔය ටීම් එකට ලජ්ජා නැද්ද? මෙහෙම කරන්නේ වගකීමක් නෑ ඉතින්.,HATE,,"Hate/harassment label, but explicit lexicon markers were not detected by rules (consider manual review)."
මේක ඔය පාලකයෝගේ පුරුද්දක් වගේ—අන්ධ හැසිරීම ඉතින්.,HATE,,"Hate/harassment label, but explicit lexicon markers were not detected by rules (consider manual review)."
ඔය සෙට් එක සහමුලින්ම කට්ට කාලයක් නාස්ති නේද? දැන්ම හදාගන්න! නෙමෙයිද?,HATE,,"Hate/harassment label, but explicit lexicon markers were not detected by rules (consider manual review)."
පොලිස් නිලධාරීන් අවස්ථා කිහිපයකදී අවධානය අඩු වගේ අඩුපාඩු පේන්න පුළුවන්. හැබැයි හැමෝම ඒකට අයිති නෑ.,NORMAL,,Neutral/benign wording; no strong hate or disinfo markers detected.
"දේශපාලකයන් අහලා තියෙනවා ලෙඩක් හදාගෙන මිනිස්සු බය කරනවා, ඒකට හොඳ සාක්ෂි නෑ.",DISINFO,,"Disinfo label, but explicit disinfo markers were not detected by rules (consider manual review)."
ඔය admin ලා අන්ධ හැසිරීම ඉතින්.,HATE,,"Hate/harassment label, but explicit lexicon markers were not detected by rules (consider manual review)."
"යූටියුබර්ලා අදාල තත්ත්වය අනුව වැඩි පාරදර්ශිතාව වැඩි කළ යුතුයි, ඒකෙන් විශ්වාසය වැඩි වෙයි.",NORMAL,,Neutral/benign wording; no strong hate or disinfo markers detected.
"කණ්ඩායම් නායකයෝ රහසේ මොකක්හරි කරනවා කියනවා, නමුත් පරීක්ෂා කරලා නැහැ.",DISINFO,"රහස, රහසේ, පරීක්ෂා කරලා",Matched disinformation-style lexicon (secret/insider/leak/virality/certainty markers).
