post_id,user_id,source,text,label
post_362,user_165,youtube,Breaking news: fuel prices secretly controlled by foreign powers,DISINFO
post_363,user_166,news_portal,media people ලා always complain කරනවා lol,HATE
post_364,user_93,youtube,students ලා හරිම smart නේද? 😏,HATE
post_365,user_197,news_portal,Breaking news: new vaccine secretly controlled by foreign powers,DISINFO
post_366,user_40,facebook,මට හිතෙන්නේ politicians ගැන rethink කරන්න ඕන,HATE
post_367,user_198,facebook,Meeting එක 5pm ට move කරමු,NORMAL
post_368,user_34,news_portal,මට coffee එකක් බොන්න හිතෙනවා,NORMAL
post_369,user_47,twitter,politicians culture එක totally outdated,HATE
post_370,user_94,twitter,fuel prices behind government decision කියලා sources කියනවා,DISINFO
post_371,user_193,news_portal,Breaking news: fuel prices secretly controlled by foreign powers,DISINFO
post_372,user_80,news_portal,media people ලා හරිම smart නේද? 😏,HATE
post_373,user_147,news_portal,Movie එක pretty good actually,NORMAL
post_374,user_200,news_portal,Experts කියනවා fuel prices causes long-term damage allegedly,DISINFO
post_375,user_42,twitter,Experts කියනවා new vaccine causes long-term damage allegedly,DISINFO
post_376,user_14,news_portal,Research කියනවා fuel prices harmful කියලා but media hide කරනවා,DISINFO
post_377,user_183,facebook,මට හිතෙන්නේ politicians ගැන rethink කරන්න ඕන,HATE
post_378,user_70,news_portal,students ලා always complain කරනවා lol,HATE
post_379,user_24,twitter,economic reform behind government decision කියලා sources කියනවා,DISINFO
post_380,user_107,facebook,influencers culture එක totally outdated,HATE
post_381,user_61,news_portal,මෙම vaccine එකෙන් 90% people sick වෙනවා කියලා කියනවා 🤔,DISINFO
post_382,user_8,youtube,ඔයා media people වගේ behave කරනවා 😂,HATE
post_383,user_36,facebook,මට හිතෙන්නේ officials ගැන rethink කරන්න ඕන,HATE
post_384,user_36,news_portal,Movie එක pretty good actually,NORMAL
post_385,user_2,facebook,අද weather එක nice වගේ 😊,NORMAL
post_386,user_56,twitter,Experts කියනවා fuel prices causes long-term damage allegedly,DISINFO
post_387,user_109,facebook,Meeting එක 5pm ට move කරමු,NORMAL
post_388,user_78,facebook,ඔයා students වගේ behave කරනවා 😂,HATE
post_389,user_164,news_portal,මෙම vaccine එකෙන් 90% people sick වෙනවා කියලා කියනවා 🤔,DISINFO
post_390,user_153,facebook,Experts කියනවා fuel prices causes long-term damage allegedly,DISINFO
post_391,user_184,twitter,මට හිතෙන්නේ officials ගැන rethink කරන්න ඕන,HATE
post_392,user_158,youtube,influencers ලා හරිම smart නේද? 😏,HATE
post_393,user_48,facebook,Experts කියනවා economic reform causes long-term damage allegedly,DISINFO
post_394,user_135,facebook,officials culture එක totally outdated,HATE
post_395,user_163,news_portal,මට හිතෙන්නේ media people ගැන rethink කරන්න ඕන,HATE
post_396,user_5,youtube,අද weather එක nice වගේ 😊,NORMAL
post_397,user_62,facebook,Experts කියනවා economic reform causes long-term damage allegedly,DISINFO
post_398,user_12,youtube,media people ලා always complain කරනවා lol,HATE
post_399,user_45,news_portal,Movie එක pretty good actually,NORMAL
post_400,user_47,twitter,අද weather එක nice වගේ 😊,NORMAL
post_401,user_199,news_portal,අද weather එක nice වගේ 😊,NORMAL
post_402,user_52,facebook,Breaking news: 5G towers secretly controlled by foreign powers,DISINFO
post_403,user_80,news_portal,Experts කියනවා education policy causes long-term damage allegedly,DISINFO
post_404,user_10,twitter,Research කියනවා economic reform harmful කියලා but media hide කරනවා,DISINFO
post_405,user_168,youtube,මට හිතෙන්නේ politicians ගැන rethink කරන්න ඕන,HATE
post_406,user_112,news_portal,education policy behind government decision කියලා sources කියනවා,DISINFO
post_407,user_48,news_portal,economic reform behind government decision කියලා sources කියනවා,DISINFO
post_408,user_69,facebook,Movie එක pretty good actually,NORMAL
post_409,user_111,twitter,media people ලා always complain කරනවා lol,HATE
post_410,user_27,facebook,Research කියනවා economic reform harmful කියලා but media hide කරනවා,DISINFO
post_411,user_115,news_portal,Breaking news: education policy secretly controlled by foreign powers,DISINFO
post_412,user_115,facebook,Research කියනවා fuel prices harmful කියලා but media hide කරනවා,DISINFO
post_413,user_71,facebook,මෙම vaccine එකෙන් 90% people sick වෙනවා කියලා කියනවා 🤔,DISINFO
post_414,user_132,twitter,මෙම vaccine එකෙන් 90% people sick වෙනවා කියලා කියනවා 🤔,DISINFO
post_415,user_174,news_portal,අද weather එක nice වගේ 😊,NORMAL
post_416,user_18,twitter,මට හිතෙන්නේ media people ගැන rethink කරන්න ඕන,HATE
post_417,user_146,facebook,Experts කියනවා new vaccine causes long-term damage allegedly,DISINFO
post_418,user_116,youtube,Meeting එක 5pm ට move කරමු,NORMAL
post_419,user_196,facebook,Experts කියනවා new vaccine causes long-term damage allegedly,DISINFO
post_420,user_94,news_portal,Meeting එක 5pm ට move කරමු,NORMAL
post_421,user_72,twitter,අද weather එක nice වගේ 😊,NORMAL
post_422,user_189,twitter,influencers culture එක totally outdated,HATE
post_423,user_144,facebook,Research කියනවා economic reform harmful කියලා but media hide කරනවා,DISINFO
post_424,user_115,twitter,Traffic එක අද ටිකක් heavy,NORMAL
post_425,user_178,news_portal,Breaking news: 5G towers secretly controlled by foreign powers,DISINFO
post_426,user_19,news_portal,officials ලා හරිම smart නේද? 😏,HATE
post_427,user_175,youtube,මට හිතෙන්නේ politicians ගැන rethink කරන්න ඕන,HATE
post_428,user_139,youtube,Meeting එක 5pm ට move කරමු,NORMAL
post_429,user_183,twitter,මට හිතෙන්නේ influencers ගැන rethink කරන්න ඕන,HATE
post_430,user_32,twitter,students ලා හරිම smart නේද? 😏,HATE
post_431,user_7,youtube,Experts කියනවා fuel prices causes long-term damage allegedly,DISINFO
post_432,user_120,twitter,Experts කියනවා 5G towers causes long-term damage allegedly,DISINFO
post_433,user_80,news_portal,influencers culture එක totally outdated,HATE
post_434,user_197,news_portal,Experts කියනවා 5G towers causes long-term damage allegedly,DISINFO
post_435,user_82,facebook,officials culture එක totally outdated,HATE
post_436,user_133,youtube,මට coffee එකක් බොන්න හිතෙනවා,NORMAL
post_437,user_164,twitter,මට coffee එකක් බොන්න හිතෙනවා,NORMAL
post_438,user_129,facebook,මෙම vaccine එකෙන් 90% people sick වෙනවා කියලා කියනවා 🤔,DISINFO
post_439,user_78,twitter,media people ලා හරිම smart නේද? 😏,HATE
post_440,user_58,youtube,Traffic එක අද ටිකක් heavy,NORMAL
post_441,user_21,youtube,Breaking news: fuel prices secretly controlled by foreign powers,DISINFO
post_442,user_33,youtube,Experts කියනවා fuel prices causes long-term damage allegedly,DISINFO
post_443,user_129,twitter,influencers ලා always complain කරනවා lol,HATE
post_444,user_44,youtube,politicians ලා always complain කරනවා lol,HATE
post_445,user_21,facebook,media people ලා always complain කරනවා lol,HATE
post_446,user_54,news_portal,Traffic එක අද ටිකක් heavy,NORMAL
post_447,user_8,news_portal,Traffic එක අද ටිකක් heavy,NORMAL
post_448,user_165,youtube,new vaccine behind government decision කියලා sources කියනවා,DISINFO
post_449,user_104,youtube,Movie එක pretty good actually,NORMAL
post_450,user_177,facebook,officials ලා හරිම smart නේද? 😏,HATE
post_451,user_124,news_portal,Breaking news: economic reform secretly controlled by foreign powers,DISINFO
post_452,user_37,youtube,Meeting එක 5pm ට move කරමු,NORMAL
post_453,user_89,news_portal,මට coffee එකක් බොන්න හිතෙනවා,NORMAL
post_454,user_132,facebook,Research කියනවා new vaccine harmful කියලා but media hide කරනවා,DISINFO
post_455,user_32,youtube,new vaccine behind government decision කියලා sources කියනවා,DISINFO
post_456,user_25,facebook,මට හිතෙන්නේ officials ගැන rethink කරන්න ඕන,HATE
post_457,user_108,twitter,මට coffee එකක් බොන්න හිතෙනවා,NORMAL
post_458,user_148,youtube,Breaking news: new vaccine secretly controlled by foreign powers,DISINFO
post_459,user_132,news_portal,economic reform behind government decision කියලා sources කියනවා,DISINFO
post_460,user_6,facebook,fuel prices behind government decision කියලා sources කියනවා,DISINFO
post_461,user_62,twitter,Experts කියනවා economic reform causes long-term damage allegedly,DISINFO
post_462,user_13,youtube,influencers culture එක totally outdated,HATE
post_463,user_173,news_portal,Meeting එක 5pm ට move කරමු,NORMAL
post_464,user_3,facebook,Movie එක pretty good actually,NORMAL
post_465,user_68,youtube,media people culture එක totally outdated,HATE
post_466,user_103,facebook,influencers ලා always complain කරනවා lol,HATE
post_467,user_93,youtube,ඔයා officials වගේ behave කරනවා 😂,HATE
post_468,user_116,youtube,Traffic එක අද ටිකක් heavy,NORMAL
post_469,user_157,facebook,මට coffee එකක් බොන්න හිතෙනවා,NORMAL
post_470,user_101,youtube,මට හිතෙන්නේ influencers ගැන rethink කරන්න ඕන,HATE
