Cleaned Text ,Label,Word Identified,Hate,Disinfo,Normal,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
ලයිසන් නැත්නම් මන් බලා ගන්නම්,NORMAL,,0,0,1,,,,,
මහත්තයා දේශපාලනයට එන්න වගේ,NORMAL,,0,0,1,,,,,
මේ ගොන් කොල්ලට කවුද මේ දෙන්නේ,HATE,ගොන් කොල්ලට,1,0,0,,,,,
තොපි හොරා කෑවෙ සිංගප්පූරුව වඩා ඉහළින් ඉන්න තිබ්බා,DISINFO,,0,1,0,,,,,
මේ නීතිය මෙහෙමම නීතිගත කරානම් වටිනවා ගොඩක්,NORMAL,,0,0,1,,,,,
respekt sir dagli,NORMAL,,0,0,1,,,,,
කැරියො නාමල් බෙබි ගෙදර පල,HATE,kariyo,1,0,0,,,,,
sangeth,NORMAL,,0,0,1,,,,,
නිහතමානී ජනාධිපති,NORMAL,,0,0,1,,,,,
නියමයි,NORMAL,,0,0,1,,,,,
topi hodata apita ariya puke kalakanni gu ura toge hati balapanko lajjai hora kala kala labana aurudde puka tamai,HATE,"puka, kalakanni, ura",1,0,0,,,,,
supiri,NORMAL,,0,0,1,,,,,
ෙරණtv උබලගෙ මහ එකා delete කියපන් සහතික ඇත්ත කතාව,NORMAL,,0,0,1,,,,,
ජයවෛ්වා,NORMAL,,0,0,1,,,,,
කවුරුත් හොරාකෑම නොකරනවා කෝප් කමිටුවේ නව දොස්තර සභාපතිත්වය එලියට දැමු බැසිල් කපුටාගේ ඉන්දීය ණය පහසුකම් indian credit line හරහා තවමත් ලබැදියාව කුමක්ද ඇන්ටිජන් හොරා ඩිලීට් ඉන්දියාවෙන් වසවිස බාල බෙහෙත් රුපියල් බිලියන 100 එහා ගිය ප් රමාණයක් 2025 පෙබරවාරියේ රුපියල් 500න් මිලදී ගත් ජෝර්ජ් ස්ටුවර්ට් හෙල්ත් සමූහ ව් යාපාරය කියු දූශිත ඉන්දීය ණය පහසුකම් හරහා එන්නේ රටේ ජනතාව කිසිදු හිරිකිතයකින් තොරව උන්ගේ ණය තුරුස් ගෙවන නිසාද කියා දැනුවත් කරන්න අපිව ගරු අගරු මාධ් යවේදී හිතවතුනි,DISINFO,,0,1,0,,,,,
වසන්ත තෝ බොරු කියන්ඩ එපා මට පේන්නෙ මුට ඉතුරු ටිකත් පේන්නැද්ද කොහෙද,HATE,බොරු කියන්ඩ,1,0,0,,,,,
ජෙප්පො න්ට අද කරන්න ලොකු දෙයක් නෑ මහින්ද මේ රටේ වැඩ ඔක්කොම කෙරුව මුන්ට කරන්න තියෙන්නෙ පොඩි දෙයයි ඒ පොඩි වැඩ ටික මුන්ට කර ගන්න බැරුව කෙදිරි ගාන හැටි විලි ලැජ්ජ යි,HATE,කෙදිරි ගාන,1,0,0,,,,,
believe he is planning to run in the next presidential election he might be very strong candidate,NORMAL,,0,0,1,,,,,
ජනාධිපති තුමාට බුදුසරණ,NORMAL,,0,0,1,,,,,
punchi ammava banda putha,DISINFO,,0,1,0,,,,,
මූට ගිය පාර වගේ මන්ත් රී අසුන විකුනන්න බෑ ලොකු ගානකට permit නෑ වරප් රසාද නෑ ඒකයි රිදිලා තියෙන්නේ,DISINFO,,0,1,0,,,,,
timata,NORMAL,,0,0,1,,,,,
kuda ban arthika gathakaya une usaviyedi,DISINFO,,0,1,0,,,,,
kalakanniya pala pala namal,HATE,kalakanniya,1,0,0,,,,,
why don t you create a map showing areas of drug dealers were arrest,NORMAL,,0,0,1,,,,,
හොරකම් කරපුවා ගේන්න බැරිද නාමල්,NORMAL,,0,0,1,,,,,
akd during the parliamentary election assured that they will work without taking any salary then refund all money taken from parliament,DISINFO,,0,1,0,,,,,
වැරැද්ද කරපු එකාම cid එකට යනව වැරැද්ද හෙලි කිරීමට විරුද්ධව cid එක මුංගෙ සාක්කුවෙ තියෙන්නෙ ඕකට ගියා කියල සුද්ද කරන්න බෑ හඳුන් වැරැද්දක් වෙලා නැත්තං අපහාසයකුත් නෑනෙ නීතියෙං තහනමක් නෑ call එකක් record කරන්න සහ බෙදාහරින්න දැං උගෙ හඬපට leak කරන එක නීති විරෝධී වැඩක්ද අපහාස නඩුවක් දාන්නෙ මොන අපහාසයටද හරියමං නීතියක් තියෙන රටකනං අපහාසය කියන දේට නඩු දාන්න බෑ මේ ලබ්බෙ තියෙන්නෙ අමුතු නීති එහෙම නඩුදාන්න පුළුවන්ං රනිල්ට මහින්දට කරපු අපහාස වලට මුං ඔක්කොම ඉන්න ඕනි ඇතුලෙ,DISINFO,,0,1,0,,,,,
සහතික ඇත්ත කාටාව ඇමති තුමා,NORMAL,,0,0,1,,,,,
very happy about second leadership of second generation of the npp,NORMAL,,0,0,1,,,,,
හා,NORMAL,,0,0,1,,,,,
භාන්ඩාගාරෙ සල්ලි බෙදා ගන්න හරි ආසයි නෙ මිලියන ගනන් ගිලල බඩෙන් පේනවා,DISINFO,,0,1,0,,,,,
සංගීත් සුපිරි අහිංසක අම්මලත් අහන්නේ ඔය ගැන ඔවට මොකද වෙන්නේ කියන එක,NORMAL,,0,0,1,,,,,
oyadalanna apha aka ayala awa balagani,NORMAL,,0,0,1,,,,,
nemole ane oata pinsidda wei tattala putal bappala raten pita wela paluan ban kahinetiwa,NORMAL,,0,0,1,,,,,
ewane wipakse enkam kiuwe dan tharenawada boru kiyla ratawal winasa karnna hoda nha kiyla danwath thrum gathathnm hari pahugiya anduwakta uadukarnm ada rate hoda thank ko thibuna udgsana ewa mewa ey okom ajvp karapuwa dan tharum ganna okoma ekathuwela yannaona kiyla,NORMAL,,0,0,1,,,,,
ඉස්ස බිජ්ජ කුච්චන්,NORMAL,,0,0,1,,,,,
ආණ්ඩුව සුජාතද,NORMAL,,0,0,1,,,,,
මේ තොරිසන් නාමලය ජාතික ලැයිස්තුවේන් ඇවිත් මුගේ ලොකු ටොක් බ්ලපල්ලකො මුට ගහලා එලවන්න ඔතන කවුරුත් නැහැනේ,HATE,"තොරිසන්, ගහලා එලවන්න",1,0,0,,,,,
තිබෙන ඕනම පචයක් සහන මිලට පාර්ලිමේන්තුවේ කියවා ගැනීමට දැන්ම පර්මිට්කාර් අමතන්න,NORMAL,,0,0,1,,,,,
මුන් මරන්න ඕනෑ හිටුවා පස් ගහලා පට් පල් නීල කාස කම්බ හොරු තුක් නොදකින් කාලකණ්ණි තිරිසන් පව්කාර හැත්ත ජාතීය වළපල්ලට ඇදලා දාපූ පරපෝෂිතයෝ තුක් නොදකින්,HATE,"මරන්න ඕනෑ, කාලකණ්ණි, තිරිසන්, පරපෝෂිතයෝ",1,0,0,,,,,
niyamai akd,NORMAL,,0,0,1,,,,,
සුජිව කියන්නේ මහනුවරින් ආවා කඩුවෙලට බනානා බෙදලා බයිලා ගහලා මාරු උනා බනානා සුජි නියම කෙනා තමයි සජි පුතාගේ හිරු පායන්නේ කවද්ද කියපල්ලා දන්න එකෙක් හිරුණිකා රනිල්ල්ල්ල් කොහෙද ඉන්නේ හිරු ඔයා,DISINFO,,0,1,0,,,,,
namoleeeee hu uuu,NORMAL,,0,0,1,,,,,
hambayata borokiayanna baya naha,NORMAL,,0,0,1,,,,,
මූ කියන ඒවා ඔක්කොම ඇත්ත,NORMAL,,0,0,1,,,,,
සුජිව කියන්නේ මහනුවරින් ආවා කඩුවෙලට බනානා බෙදලා බයිලා ගහලා මාරු උනා බනානා සුජි නියම කෙනා තමයි සජි පුතාගේ හිරු පායන්නේ කවද්ද කියපල්ලා දන්න එකෙක් හිරුණිකා රනිල්ල්ල්ල් කොහෙද ඉන්නේ හිරු ඔයා,DISINFO,,0,1,0,,,,,
hoda wade jepponta unta hodai anunta apahsa karanna,HATE,apahsa karanna,1,0,0,,,,,
definitely,NORMAL,,0,0,1,,,,,
wow wow wow සංගිත් ජය වේවා,NORMAL,,0,0,1,,,,,
it s a big කුච්චන්,NORMAL,,0,0,1,,,,,
ඇහුනද අදෝනාව ඉස්සර උන් කරපු ඒව බය වෙල ඒව මෙයාලත් ඒව කියල,NORMAL,,0,0,1,,,,,
janapathithuma a pura diyunukaranna mulu siri iankavama diyunukaranna nathan oyalakiyae a p vitharai karagaththa kiyala anapathi thuma hare shthrae a k data bs dp sobadahamath athuma rakinava,NORMAL,,0,0,1,,,,,
akdමෛත්රීපාල htto ලංකාවෙන් කම් ජෙබය්යො තමා පාරට බැහැලා ඕක කිය කිය පලයන්කො දත් නැතුව කන අතේ අරන් ගෙදර එන්න වෙන්නෙ,HATE,දත් නැතුව කන,1,0,0,,,,,
හැබැයි රෝයල් රෝයිස් කාර් ගේන්න පුලුවන්,DISINFO,,0,1,0,,,,,
අප්පිරියයි පෙරේත බලලු බයි ටොයි හැඨ්හිකරේ ආයෙ මේ ආන්ඩුව වැටෙන්නෙ නෑ බය වෙන්න එපා,HATE,පේරේත,1,0,0,,,,,
අපි සංගිත්ගෙ පැත්තෙ මෙ ගැනු කෙනා බැරි බවමයි කියන්නෙ ඇයගෙ වත්කමි බැරකම් හොයන්න,NORMAL,,0,0,1,,,,,
අනේ නිකන් පලයන් පච කොටා යන්න,NORMAL,,0,0,1,,,,,
නඩුවට ෂාක්ශී ඕනෙනම් සියළුම මාධ් ය කැදවලා එයාලගෙනුත් විඩිඕ කරලා ඒවත් අරන් මාධ් ය ඉදිරි පිටම විනාශ කරන්න පුලුවන්,NORMAL,,0,0,1,,,,,
ජයවේවා චාමර සමිපත් මැතිතූමා,NORMAL,,0,0,1,,,,,
muuta mulinma keeri samba wala mila adukarranna kiyaan ona mafia karaya,NORMAL,,0,0,1,,,,,
උගෙ ආන්ඩුව චන්දෙන් පාර්ලිමේන්තුවට එන්න බැරිව පිනට ආපු නාමල්,NORMAL,,0,0,1,,,,,
බෙදලා දෙන්න අම්මෝ ඔයා,NORMAL,,0,0,1,,,,,
yako tho dan ratahadanna thogan danuma ganna onada thota hambaway balagana hitapiya,NORMAL,,0,0,1,,,,,
very nice and very good men,NORMAL,,0,0,1,,,,,
සුපිරිම,NORMAL,,0,0,1,,,,,
හාල් මිල අඩුකරන්න,NORMAL,,0,0,1,,,,,
ප් රශ්නයක් ඇහුවා අගමැතිතුමියට ඒක තේරුණේ නෑ විපක්ෂයේ ගොඩක් අය ගොන් තර්ක දානකොට මේ වගේ තර්කයක් තියන ප් රශ්නයක් අහපුවම ඒක නොසලකා නොහැර සිටීමයි වැදගත් ව්පක්ෂයේ අනිත් අය කියන්නේ විශ් රාම වැටුප නොදී හිටියොත් හොරකමට පෙළඹෙනවා එහෙනම් කුලී වැඩ අයට private sector එකෙ වැඩ අයටත් විශ් රාම වැටුපක් දෙන්න වෙනවා ඔවුන්ටත් විශ් රාම වැටුපක් උනාම හොරු වෙනවනේ වගේ ගොන් කතා වලට වඩා මෙතුමාගේ ප් රශ්නය තර්කයක් තියනවා මෙතුමා නගන ප් රශ්නය තමයි ආණ්ඩුව විශ් රාම ගියාමත් බදු මුදල් වලින් එයාලව නඩත්තු කරන්න ඕන නෑ කියන එක එතකොට මෙතුමා අහන්නේ දැනට ලබන වැටුප් පක්ෂ අරමුදලට යනවනම් මෙයාලා විශ් රාම ගියාමත් මුදල් වලින් එයාලව පෝෂණය නේද කියන්නේ බදු මුදලින් ලැබෙන වැටුප් පක්ෂ අරමුදලට දාගෙන බදු මුදල්ම මේ අය විශ් රාම ගියාමත් පාවිච්චි නේද ඒකට අගමැතිනිට මේ වගේ උත්තරයක් දෙන්න තිබුණා ඔව් ඒක හරි පක්ෂ අරමුදලට එන්නේ මන්ත් රී වැටුප් වැටුප් එකතු කරලා බෙදාගන්න එක වෙන්නේ එතකොට ඒකෙන් විශ් රාම ගියපු අයත් පෝෂණය වෙන්න පුලුවන් ඒක ප් රශ්නයක් නෑ ඔයාලටත් ඕන ඔයාලගේ වැටුප් එක ගිණුමකට දාලා දේශපාලනයෙන් විශ් රාම ගියපු අයටත් එක්කම ඔයාලගෙ වැටුප බෙදෙන විදියට ක් රමයක් හදන්න අපිට වැටුපක් ලැබෙන මුදල් වලින් අම්ම තාත්තා බලාගන්නවද අපේම විශ් රාම ගියපු දේශපාලකයෝ බලාගන්නවද කියන එක මත තියන දෙයක් අයව බලාගන්නේ වැටුපෙන් මිසක් අයව බලාගන්න වෙනම විශ් රාම වැටුපක් බදු මුදලින් ගන්න නෑ කියන එකයි මතය,NORMAL,,0,0,1,,,,,
